0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,MATO GROSSO,53,2.445.584,3.441.998,071,,,,,,,,,,,,,,,,,
11,RONDONIA,20,850.417,1.238.058,069,,,,,,,,,,,,,,,,,
12,GOIÁS,116,4.497.361,6.921.161,065,,,,,,,,,,,,,,,,,
13,RIO GRANDE DO SUL,180,6.997.459,11.329.605,062,,,,,,,,,,,,,,,,,
14,PERNAMBUCO,116,5.801.821,9.486.191,061,,,,,,,,,,,,,,,,,
15,MATO GROSSO DO SUL,27,1.629.853,2.748.023,059,,,,,,,,,,,,,,,,,
16,ACRE,7,481.840,869.265,055,,,,,,,,,,,,,,,,,
17,RIO GRANDE DO NORTE,31,1.847.327,3.377.908,055,,,,,,,,,,,,,,,,,
18,CEARÁ,101,4.925.317,9.075.649,054,,,,,,,,,,,,,,,,,
19,MINAS GERAIS,269,11.169.438,21.040.662,053,,,,,,,,,,,,,,,,,
20,SERGIPE,24,1.120.975,2.278.308,049,,,,,,,,,,,,,,,,,
21,ALAGOAS,29,1.526.729,3.322.820,046,,,,,,,,,,,,,,,,,
22,PARÁ,84,3.761.840,8.504.598,044,,,,,,,,,,,,,,,,,
23,PARAIBA,40,1.611.296,3.973.940,041,,,,,,,,,,,,,,,,,
24,PIAUI,30,1.322.182,3.264.531,041,,,,,,,,,,,,,,,,,
25,BAHIA,114,5.841.500,14.744.683,04,,,,,,,,,,,,,,,,,
26,TOCANTINS,18,610.868,1.555.229,039,,,,,,,,,,,,,,,,,
27,MARANHÃO,60,2.260.482,6.914.434,033,,,,,,,,,,,,,,,,,
,Total,3.333,164.437.193,207.558.801,079,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
