0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,São Paulo,719,31.934.576,41.011.635,078,,,,,,,,,,,,,,,,,
4,Amazonas,30,1.523.735,3.341.096,046,,,,,,,,,,,,,,,,,
5,Espírito Santo,45,1.552.564,3.453.648,045,,,,,,,,,,,,,,,,,
6,Paraná,133,4.374.953,10.590.169,041,,,,,,,,,,,,,,,,,
7,Goiás,72,2.271.316,5.844.996,039,,,,,,,,,,,,,,,,,
8,Santa Catarina,74,2.339.898,6.052.587,039,,,,,,,,,,,,,,,,,
9,Rio Grande do Sul,142,4.008.793,10.855.214,037,,,,,,,,,,,,,,,,,
10,Sergipe,9,649.463,1.999.374,032,,,,,,,,,,,,,,,,,
11,Mato Grosso,25,940.860,2.957.732,032,,,,,,,,,,,,,,,,,
12,Minas Gerais,187,6.286.163,19.850.072,032,,,,,,,,,,,,,,,,,
13,Pernambuco,53,2.743.675,8.734.194,031,,,,,,,,,,,,,,,,,
14,Mato Grosso do Sul,17,727.929,2.336.058,031,,,,,,,,,,,,,,,,,
15,Rio Grande do Norte,14,821.779,3.106.430,026,,,,,,,,,,,,,,,,,
16,Amapá,7,157.825,613.164,026,,,,,,,,,,,,,,,,,
17,Bahia,67,3.396.581,14.502.575,023,,,,,,,,,,,,,,,,,
18,Ceará,35,1.641.856,8.450.527,019,,,,,,,,,,,,,,,,,
19,Paraíba,20,681.659,3.742.606,018,,,,,,,,,,,,,,,,,
20,Roraima,5,73.214,412.783,018,,,,,,,,,,,,,,,,,
21,Maranhão,11,810.905,6.305.539,013,,,,,,,,,,,,,,,,,
22,Pará,19,792.428,7.321.493,011,,,,,,,,,,,,,,,,,
23,Alagoas,5,284.643,3.127.557,009,,,,,,,,,,,,,,,,,
24,Rondônia,13,120.085,1.493.566,008,,,,,,,,,,,,,,,,,
25,Piauí,7,250.492,3.119.697,008,,,,,,,,,,,,,,,,,
26,Acre,3,36.964,680.073,005,,,,,,,,,,,,,,,,,
27,Tocantins,3,45.973,1.280.509,004,,,,,,,,,,,,,,,,,
Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2008 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
