0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
8,Santa Catarina,72,3.276.413,6.118.743,054,,,,,,,,,,,,,,,,,
9,Rio Grande do Sul,139,5.318.660,10.914.128,049,,,,,,,,,,,,,,,,,
10,Sergipe,14,890.774,2.019.679,044,,,,,,,,,,,,,,,,,
11,Minas Gerais,184,8.533.756,20.033.665,043,,,,,,,,,,,,,,,,,
12,Pernambuco,53,3.680.712,8.810.256,042,,,,,,,,,,,,,,,,,
13,Mato Grosso,26,1.221.303,3.001.692,041,,,,,,,,,,,,,,,,,
14,Mato Grosso do Sul,17,895.113,2.360.498,038,,,,,,,,,,,,,,,,,
15,Amapá,6,213.372,626.609,034,,,,,,,,,,,,,,,,,
16,Rio Grande do Norte,14,1.055.027,3.137.541,034,,,,,,,,,,,,,,,,,
17,Rondonia,13,469.889,1.503.928,032,,,,,,,,,,,,,,,,,
18,Bahia,78,4.322.029,14.637.364,030,,,,,,,,,,,,,,,,,
19,Ceará,41,2.501.526,8.547.809,029,,,,,,,,,,,,,,,,,
20,Roraima,5,116.291,421.499,028,,,,,,,,,,,,,,,,,
21,Paraiba,20,926.314,3.769.977,025,,,,,,,,,,,,,,,,,
22,Pará,19,1.144.172,7.431.020,015,,,,,,,,,,,,,,,,,
23,Maranhão,11,945.642,6.367.138,015,,,,,,,,,,,,,,,,,
24,Alagoas,5,426.226,3.156.108,014,,,,,,,,,,,,,,,,,
25,Piaui,10,385.970,3.145.325,012,,,,,,,,,,,,,,,,,
26,Acre,3,54.870,691.132,008,,,,,,,,,,,,,,,,,
27,Tocantins,3,38.577,1.292.051,003,,,,,,,,,,,,,,,,,
Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,Fonte: Banco de dados Filme B / Pop: IBGE-estimativa 2009 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
