0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
7,Santa Catarina,79,2.231.661,5.866.487,038,,,,,,,,,,,,,,,,,
8,Rio Grande do Sul,134,4.000.117,10.582.887,038,,,,,,,,,,,,,,,,,
9,Goiás,75,1.903.081,5.647.035,034,,,,,,,,,,,,,,,,,
10,Sergipe,14,603.220,1.939.426,031,,,,,,,,,,,,,,,,,
11,Mato Grosso,27,862.147,2.854.642,030,,,,,,,,,,,,,,,,,
12,Minas Gerais,199,5.649.426,19.273.533,029,,,,,,,,,,,,,,,,,
13,Mato Grosso do Sul,17,660.283,2.265.813,029,,,,,,,,,,,,,,,,,
14,Pernambuco,51,2.386.154,8.486.638,028,,,,,,,,,,,,,,,,,
15,Rio Grande do Norte,15,774.091,3.013.740,026,,,,,,,,,,,,,,,,,
16,Amapá,7,150.398,587.311,026,,,,,,,,,,,,,,,,,
17,Ceará,36,1.688.841,8.185.250,021,,,,,,,,,,,,,,,,,
18,Paraíba,24,724.347,3.641.397,020,,,,,,,,,,,,,,,,,
19,Bahia,67,2.579.006,14.080.670,018,,,,,,,,,,,,,,,,,
20,Maranhão,16,693.129,5.118.995,014,,,,,,,,,,,,,,,,,
21,Roraima,4,45.344,395.725,011,,,,,,,,,,,,,,,,,
22,Pará,17,760.074,7.065.573,011,,,,,,,,,,,,,,,,,
23,Acre,3,67.687,655.385,010,,,,,,,,,,,,,,,,,
24,Alagoas,7,272.368,3.037.231,009,,,,,,,,,,,,,,,,,
25,Rondônia,9,125.693,1.453.756,009,,,,,,,,,,,,,,,,,
26,Piauí,7,247.274,3.032.435,008,,,,,,,,,,,,,,,,,
27,Tocantins,5,70.942,1.243.627,006,,,,,,,,,,,,,,,,,
Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,Fonte: Salas-Filme B Box Office/Público-Base de dados SDRJ/Pop: IBGE-estimativa 2007 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
"Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Obs.: A base de dados do SDRJ (SIAV), que foi utilizada como fonte para o número de público, ainda é parcial e atualizada ao longo do ano de 2008. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 10% a mais.",,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
