0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,São Paulo,697,41.085.131,39.825.226,10,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,155,6.935.019,10.726.063,06,,,,,,,,,,,,,,,,,
5,Paraná,141,6.084.057,10.135.388,06,,,,,,,,,,,,,,,,,
6,Espírito Santo,42,1.912.629,3.352.024,06,,,,,,,,,,,,,,,,,
7,Sergipe,14,1.016.046,1.934.596,05,,,,,,,,,,,,,,,,,
8,Goiás,56,2.715.224,5.508.245,05,,,,,,,,,,,,,,,,,
9,Amazonas,17,1.472.561,3.138.726,05,,,,,,,,,,,,,,,,,
10,Mato Grosso do Sul,18,1.022.842,2.230.702,05,,,,,,,,,,,,,,,,,
11,Santa Catarina,59,2.602.167,5.774.178,05,,,,,,,,,,,,,,,,,
12,Minas Gerais,195,8.007.884,18.993.720,04,,,,,,,,,,,,,,,,,
13,Mato Grosso,28,1.074.919,2.749.145,04,,,,,,,,,,,,,,,,,
14,Pernambuco,51,2.906.271,8.323.911,03,,,,,,,,,,,,,,,,,
15,Bahia,67,4.395.243,13.682.074,03,,,,,,,,,,,,,,,,,
16,Paraíba,26,997.157,3.568.350,03,,,,,,,,,,,,,,,,,
17,Ceará,32,2.225.535,7.976.563,03,,,,,,,,,,,,,,,,,
18,Rio Grande do Norte,10,800.626,2.962.107,03,,,,,,,,,,,,,,,,,
19,Amapá,6,142.150,547.400,03,,,,,,,,,,,,,,,,,
20,Pará,17,1.238.716,6.850.181,02,,,,,,,,,,,,,,,,,
21,Maranhão,17,997.628,6.021.504,02,,,,,,,,,,,,,,,,,
22,Alagoas,6,476.155,2.980.910,02,,,,,,,,,,,,,,,,,
23,Rondônia,5,225.745,1.562.085,01,,,,,,,,,,,,,,,,,
24,Roraima,3,54.123,381.896,01,,,,,,,,,,,,,,,,,
25,Piauí,9,263.773,2.977.259,01,,,,,,,,,,,,,,,,,
26,Acre,2,51.137,630.328,01,,,,,,,,,,,,,,,,,
27,Tocantins,5,76.517,1.262.644,01,,,,,,,,,,,,,,,,,
,Total estados,1997,109.363.189,181.581.024,06,,,,,,,,,,,,,,,,,
Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,Fonte: Base de dados SDRJ - Fonte pop.: IBGE - estimativ - Pesquisa: www.filmeb.com.br,,,,,,,,,,,,,,,,,
"Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.",,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
