0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,MATO GROSSO,45,2.615.365,3.305.531,079,,,,,,,,,,,,,,,,,
11,MATO GROSSO DO SUL,27,2.010.715,2.682.386,075,,,,,,,,,,,,,,,,,
12,GOIÁS,112,4.864.005,6.695.855,073,,,,,,,,,,,,,,,,,
13,PERNAMBUCO,96,6.448.527,9.410.336,069,,,,,,,,,,,,,,,,,
14,RIO GRANDE DO SUL,157,7.571.929,11.286.500,067,,,,,,,,,,,,,,,,,
15,RIO GRANDE DO NORTE,31,2.187.453,3.474.998,063,,,,,,,,,,,,,,,,,
16,ACRE,5,508.763,816.687,062,,,,,,,,,,,,,,,,,
17,MINAS GERAIS,259,13.064.584,20.997.560,062,,,,,,,,,,,,,,,,,
18,CEARÁ,98,5.576.652,8.963.663,062,,,,,,,,,,,,,,,,,
19,SERGIPE,20,1.286.421,2.265.779,057,,,,,,,,,,,,,,,,,
20,ALAGOAS,29,1.740.132,3.358.963,052,,,,,,,,,,,,,,,,,
21,PARÁ,65,4.031.326,8.263.872,049,,,,,,,,,,,,,,,,,
22,RONDONIA,15,856.511,1.787.279,048,,,,,,,,,,,,,,,,,
23,PARAIBA,36,1.808.273,3.999.415,045,,,,,,,,,,,,,,,,,
24,BAHIA,99,6.785.930,15.196.920,045,,,,,,,,,,,,,,,,,
25,PIAUI,23,1.336.513,3.212.180,042,,,,,,,,,,,,,,,,,
26,TOCANTINS,17,633.076,1.532.902,041,,,,,,,,,,,,,,,,,
27,MARANHÃO,51,2.428.573,6.834.594,036,,,,,,,,,,,,,,,,,
Total,,3.118,185.864.318,205.873.492,090,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2016 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
