0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,São Paulo,728,28.268.013,40.442.795,070,,,,,,,,,,,,,,,,,
4,Amazonas,22,1.364.713,3.232.330,042,,,,,,,,,,,,,,,,,
5,Paraná,123,4.265.361,10.261.856,042,,,,,,,,,,,,,,,,,
6,Espírito Santo,37,1.315.286,3.408.365,039,,,,,,,,,,,,,,,,,
7,Rio Grande do Sul,139,4.093.591,10.845.087,038,,,,,,,,,,,,,,,,,
8,Mato Grosso,29,947.187,2.803.274,034,,,,,,,,,,,,,,,,,
9,Sergipe,14,642.020,1.967.791,033,,,,,,,,,,,,,,,,,
10,Minas Gerais,201,5.960.264,19.237.450,031,,,,,,,,,,,,,,,,,
11,Santa Catarina,62,1.780.235,5.866.568,030,,,,,,,,,,,,,,,,,
12,Mato Grosso do Sul,20,680.201,2.264.468,030,,,,,,,,,,,,,,,,,
13,Goiás,58,1.686.789,5.619.917,030,,,,,,,,,,,,,,,,,
14,Pernambuco,50,2.466.996,8.413.593,029,,,,,,,,,,,,,,,,,
15,Rio Grande do Norte,15,755.256,3.003.087,025,,,,,,,,,,,,,,,,,
16,Paraíba,24,804.005,3.595.886,022,,,,,,,,,,,,,,,,,
17,Amapá,6,130.801,594.587,022,,,,,,,,,,,,,,,,,
18,Ceará,36,1.609.170,8.097.276,020,,,,,,,,,,,,,,,,,
19,Bahia,59,2.603.386,13.815.334,019,,,,,,,,,,,,,,,,,
20,Pará,19,822.562,6.970.586,012,,,,,,,,,,,,,,,,,
21,Maranhão,16,683.987,6.103.327,011,,,,,,,,,,,,,,,,,
22,Alagoas,6,311.639,3.015.912,010,,,,,,,,,,,,,,,,,
23,Roraima,3,39.340,391.317,010,,,,,,,,,,,,,,,,,
24,Rondônia,8,151.099,1.534.594,010,,,,,,,,,,,,,,,,,
25,Acre,3,52.532,669.736,008,,,,,,,,,,,,,,,,,
26,Piauí,9,205.067,3.006.885,007,,,,,,,,,,,,,,,,,
27,Tocantins,5,74.751,1.305.728,006,,,,,,,,,,,,,,,,,
Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
"Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. A base de dados do SDRJ (SIAV), que foi utilizada como fonte para essa tabela, ainda é parcial e atualizada ao longo do ano de 2007. Portanto, deve-se considerar, para esses números, uma margem de erro de cerca de 5% a mais.",,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
