0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,São Paulo,727,32.595.186,40.442.795,081,,,,,,,,,,,,,,,,,
4,Rio Grande do Sul,146,5.078.454,10.845.087,047,,,,,,,,,,,,,,,,,
5,Paraná,134,4.780.569,10.261.856,047,,,,,,,,,,,,,,,,,
6,Espírito Santo,42,1.471.734,3.408.365,043,,,,,,,,,,,,,,,,,
7,Amazonas,22,1.235.625,3.232.330,038,,,,,,,,,,,,,,,,,
8,Mato Grosso,29,1.062.960,2.803.274,038,,,,,,,,,,,,,,,,,
9,Sergipe,14,743.212,1.967.791,038,,,,,,,,,,,,,,,,,
10,Goiás,55,2.060.740,5.619.917,037,,,,,,,,,,,,,,,,,
11,Mato Grosso do Sul,18,821.910,2.264.468,036,,,,,,,,,,,,,,,,,
12,Santa Catarina,57,1.998.650,5.866.568,034,,,,,,,,,,,,,,,,,
13,Pernambuco,53,2.847.307,8.413.593,034,,,,,,,,,,,,,,,,,
14,Minas Gerais,200,6.433.866,19.237.450,033,,,,,,,,,,,,,,,,,
15,Paraíba,26,873.551,3.595.886,024,,,,,,,,,,,,,,,,,
16,Ceará,36,1.932.295,8.097.276,024,,,,,,,,,,,,,,,,,
17,Bahia,62,3.076.339,13.815.334,022,,,,,,,,,,,,,,,,,
18,Amapá,7,123.689,594.587,021,,,,,,,,,,,,,,,,,
19,Rio Grande do Norte,9,590.419,3.003.087,020,,,,,,,,,,,,,,,,,
20,Pará,24,980.208,6.970.586,014,,,,,,,,,,,,,,,,,
21,Alagoas,6,395.709,3.015.912,013,,,,,,,,,,,,,,,,,
22,Maranhão,16,783.905,6.103.327,013,,,,,,,,,,,,,,,,,
23,Rondônia,8,163.343,1.534.594,011,,,,,,,,,,,,,,,,,
24,Roraima,3,39.287,391.317,010,,,,,,,,,,,,,,,,,
25,Piauí,8,197.339,3.006.885,007,,,,,,,,,,,,,,,,,
26,Tocantins,6,77.769,1.305.728,006,,,,,,,,,,,,,,,,,
27,Acre,2,36.395,669.736,005,,,,,,,,,,,,,,,,,
,Total,2045,86.741.208,184.812.177,047,,,,,,,,,,,,,,,,,
Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,Fonte: Base de dados SDRJ. - Fonte pop: IBGE - estimativa - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
"Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.","Observações: * ingressos per capita é a divisão do número de espectadores pela população. Estes totais de público omitem cerca de 5% de espectadores, que é a diferença entre os números do box office do SDRJ (mais completo) e a base de dados do SDRJ (SIAV) que foi utilizada para essa planilha, que é parcial e atualizada ao longo do ano.",,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
