0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
11,PERNAMBUCO,77,5.243.243,8.931.028,059,,,,,,,,,,,,,,,,,
12,MINAS GERAIS,222,10.986.253,19.855.332,055,,,,,,,,,,,,,,,,,
13,MATO GROSSO DO SUL,24,1.345.524,2.505.088,054,,,,,,,,,,,,,,,,,
14,SERGIPE,14,1.119.640,2.110.867,053,,,,,,,,,,,,,,,,,
15,ACRE,7,388.365,758.786,051,,,,,,,,,,,,,,,,,
16,RIO GRANDE DO NORTE,19,1.543.415,3.228.198,048,,,,,,,,,,,,,,,,,
17,RONDONIA,13,697.921,1.590.011,044,,,,,,,,,,,,,,,,,
18,BAHIA,85,5.861.961,14.175.341,041,,,,,,,,,,,,,,,,,
19,TOCANTINS,14,553.852,1.417.694,039,,,,,,,,,,,,,,,,,
20,RORAIMA,6,176.911,469.524,038,,,,,,,,,,,,,,,,,
21,CEARÁ,42,3.193.559,8.606.005,037,,,,,,,,,,,,,,,,,
22,PARAIBA,26,1.331.269,3.815.171,035,,,,,,,,,,,,,,,,,
23,ALAGOAS,14,1.076.093,3.165.472,034,,,,,,,,,,,,,,,,,
24,PARÁ,39,2.399.716,7.762.758,031,,,,,,,,,,,,,,,,,
25,AMAPÁ,8,199.089,698.602,028,,,,,,,,,,,,,,,,,
26,MARANHÃO,21,1.396.996,6.714.314,021,,,,,,,,,,,,,,,,,
27,PIAUI,10,544.331,3.160.748,017,,,,,,,,,,,,,,,,,
total,,2.529,148.914.092,194.456.996,077,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2012 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
