0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,SÃO PAULO,1.094,59.843.358,45.919.049,13,,,,,,,,,,,,,,,,,
4,RORAIMA,15,737.983,605.761,122,,,,,,,,,,,,,,,,,
5,AMAZONAS,72,3.625.372,4.144.597,087,,,,,,,,,,,,,,,,,
6,SANTA CATARINA,151,6.016.312,7.164.788,084,,,,,,,,,,,,,,,,,
7,PARANÁ,221,9.506.711,11.433.957,083,,,,,,,,,,,,,,,,,
8,ESPIRITO SANTO,74,3.276.528,4.018.650,082,,,,,,,,,,,,,,,,,
9,AMAPÁ,15,653.544,845.731,077,,,,,,,,,,,,,,,,,
10,MATO GROSSO,53,2.582.451,3.484.466,074,,,,,,,,,,,,,,,,,
11,RIO GRANDE DO SUL,188,8.035.764,11.377.239,071,,,,,,,,,,,,,,,,,
12,PERNAMBUCO,118,6.350.123,9.557.071,066,,,,,,,,,,,,,,,,,
13,GOIÁS,114,4.654.411,7.018.354,066,,,,,,,,,,,,,,,,,
14,MATO GROSSO DO SUL,31,1.691.983,2.778.986,061,,,,,,,,,,,,,,,,,
15,ACRE,7,534.579,881.935,061,,,,,,,,,,,,,,,,,
16,MINAS GERAIS,281,12.334.495,21.168.791,058,,,,,,,,,,,,,,,,,
17,CEARÁ,109,5.190.948,9.132.078,057,,,,,,,,,,,,,,,,,
18,RIO GRANDE DO NORTE,31,1.900.433,3.506.853,054,,,,,,,,,,,,,,,,,
19,RONDONIA,22,936.134,1.777.225,053,,,,,,,,,,,,,,,,,
20,SERGIPE,27,1.209.703,2.298.696,053,,,,,,,,,,,,,,,,,
21,ALAGOAS,29,1.618.697,3.337.357,049,,,,,,,,,,,,,,,,,
22,PIAUI,34,1.478.052,3.273.227,045,,,,,,,,,,,,,,,,,
23,PARÁ,85,3.815.129,8.602.865,044,,,,,,,,,,,,,,,,,
24,PARAIBA,45,1.752.408,4.018.127,044,,,,,,,,,,,,,,,,,
25,BAHIA,130,6.219.779,14.873.064,042,,,,,,,,,,,,,,,,,
26,TOCANTINS,19,626.514,1.572.866,04,,,,,,,,,,,,,,,,,
27,MARANHÃO,61,2.264.813,7.075.181,032,,,,,,,,,,,,,,,,,
,Total,3.496,177.317.232,210.147.125,084,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,Fonte: Filme B Box Office Brasil /Pop: IBGE-estimativa 2018 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
