0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3,SÃO PAULO,937,52.946.159,44.035.304,120,,,,,,,,,,,,,,,,,
4,AMAZONAS,56,3.512.142,3.873.743,091,,,,,,,,,,,,,,,,,
5,PARANÁ,176,8.329.184,11.081.692,075,,,,,,,,,,,,,,,,,
6,ESPIRITO SANTO,60,2.856.104,3.885.049,074,,,,,,,,,,,,,,,,,
7,MATO GROSSO,36,2.218.678,3.224.357,069,,,,,,,,,,,,,,,,,
8,SANTA CATARINA,107,4.539.871,6.727.148,067,,,,,,,,,,,,,,,,,
9,GOIÁS,96,4.339.593,6.523.222,067,,,,,,,,,,,,,,,,,
10,RIO GRANDE DO SUL,169,6.906.834,11.207.274,062,,,,,,,,,,,,,,,,,
11,PERNAMBUCO,90,5.654.269,9.277.727,061,,,,,,,,,,,,,,,,,
12,MATO GROSSO DO SUL,28,1.549.015,2.619.657,059,,,,,,,,,,,,,,,,,
13,ACRE,5,452.341,790.101,057,,,,,,,,,,,,,,,,,
14,RIO GRANDE DO NORTE,31,1.923.861,3.408.510,056,,,,,,,,,,,,,,,,,
15,MINAS GERAIS,239,11.190.452,20.734.097,054,,,,,,,,,,,,,,,,,
16,SERGIPE,19,1.187.435,2.219.574,053,,,,,,,,,,,,,,,,,
17,ALAGOAS,29,1.536.857,3.321.730,046,,,,,,,,,,,,,,,,,
18,RORAIMA,6,214.023,496.936,043,,,,,,,,,,,,,,,,,
19,CEARÁ,79,3.617.662,8.842.791,041,,,,,,,,,,,,,,,,,
20,BAHIA,87,6.159.750,15.126.371,041,,,,,,,,,,,,,,,,,
21,TOCANTINS,13,607.646,1.496.880,041,,,,,,,,,,,,,,,,,
22,RONDONIA,17,698.990,1.748.531,040,,,,,,,,,,,,,,,,,
23,PARÁ,50,3.164.881,8.063.393,039,,,,,,,,,,,,,,,,,
24,PARAIBA,26,1.306.231,3.943.885,033,,,,,,,,,,,,,,,,,
25,MARANHÃO,33,2.053.164,6.850.884,030,,,,,,,,,,,,,,,,,
26,PIAUI,14,619.079,3.194.718,019,,,,,,,,,,,,,,,,,
27,AMAPÁ,7,114.740,750.912,015,,,,,,,,,,,,,,,,,
,Total,2.819,157.288.038,203.444.868,077,,,,,,,,,,,,,,,,,
Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,Fonte: Filme B Box Office /Pop: IBGE-estimativa 2014 - Pesquisa: Filme B,,,,,,,,,,,,,,,,,
Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,Observações: * ingressos per capita é a divisão do número de espectadores pela população.,,,,,,,,,,,,,,,,,
,,Topo da página,© Copyright Filme B. Todos os direitos reservados.,,,,,,,,,,,,,,,,,,,
